"Variables ->","CPI","GDP_old","S","RS","D4L_CPI_TAR","GDP_RW","CPI_RW","RS_RW","GDP_05","GDP_MINE_05","GDP_10","GDP_MINE_10","GDP_15","GDP_MINE_15","GDP","GDP_MINE","GDP_OTH","CPI_seas","CPI_RW_seas","GDP_seas","GDP_05_seas","GDP_10_seas","GDP_15_seas","GDP_MINE_seas","GDP_MINE_05_seas","GDP_MINE_10_seas","GDP_MINE_15_seas","GDP_OTH_seas","GDP_RW_seas","GDP_old_seas","S_seas","L_CPI","L_CPI_RW","L_GDP","L_GDP_05","L_GDP_10","L_GDP_15","L_GDP_MINE","L_GDP_MINE_05","L_GDP_MINE_10","L_GDP_MINE_15","L_GDP_OTH","L_GDP_RW","L_GDP_old","L_S","L_Z","DLA_CPI","DLA_CPI_RW","DLA_GDP","DLA_GDP_05","DLA_GDP_10","DLA_GDP_15","DLA_GDP_MINE","DLA_GDP_MINE_05","DLA_GDP_MINE_10","DLA_GDP_MINE_15","DLA_GDP_OTH","DLA_GDP_RW","DLA_GDP_old","DLA_S","DLA_Z","D4L_CPI","D4L_CPI_RW","D4L_GDP","D4L_GDP_05","D4L_GDP_10","D4L_GDP_15","D4L_GDP_MINE","D4L_GDP_MINE_05","D4L_GDP_MINE_10","D4L_GDP_MINE_15","D4L_GDP_OTH","D4L_GDP_RW","D4L_GDP_old","D4L_S","D4L_Z","RR","RR_RW","L_GDP_BAR","L_GDP_GAP","L_GDP_MINE_BAR","L_GDP_MINE_GAP","L_GDP_OTH_BAR","L_GDP_OTH_GAP","RR_BAR","RR_GAP","RR_RW_BAR","RR_RW_GAP","L_GDP_RW_BAR","L_GDP_RW_GAP","L_Z_BAR","L_Z_GAP","DLA_GDP_BAR","DLA_Z_BAR"
"2014Q1",7.28100000e+01,4.06355285e+06,1.74624667e+03,1.05700000e+01,8.00000000e+00,1.26096900e+04,9.87666667e+01,6.00000000e+00,1.14813330e+06,2.45645300e+05,2.73803460e+06,6.20566700e+05,NaN,NaN,3.96220620e+06,6.51315890e+05,3.31089031e+06,7.24667605e+01,9.80760693e+01,5.35175884e+06,1.54072539e+06,3.69496445e+06,NaN,8.22134136e+05,2.82693984e+05,7.82688335e+05,NaN,4.52735127e+06,1.38690123e+04,5.48092636e+06,1.73345786e+03,4.28312798e+02,4.58574339e+02,1.54929358e+03,1.42477639e+03,1.51224815e+03,NaN,1.36196588e+03,1.25521203e+03,1.35704899e+03,NaN,1.53256476e+03,9.53741230e+02,1.55167847e+03,7.45787346e+02,7.76048887e+02,1.09630819e+01,1.59345885e+00,2.62082599e+00,-1.57596752e+01,4.47859279e+00,NaN,-2.61549779e+00,-1.92696403e+01,-5.61667740e+00,NaN,3.64272896e+00,3.04634117e+00,3.83305101e+00,1.23254088e+01,2.95578580e+00,1.19077351e+01,2.25501281e+00,7.11432557e+00,7.17490475e+00,7.49664947e+00,NaN,1.82417959e+01,2.41157000e+01,1.83355255e+01,NaN,4.82262272e+00,7.61558766e+00,6.97583134e+00,2.21809438e+01,1.25282215e+01,-1.33773510e+00,3.74498719e+00,1.54710048e+03,2.19310669e+00,1.36171877e+03,2.47111184e-01,1.52994587e+03,2.61888710e+00,4.01870279e+00,-5.35643789e+00,3.21129410e+00,5.33693093e-01,9.54825638e+02,-1.08440822e+00,7.74650622e+02,1.39826551e+00,7.47694740e+00,6.88472569e+00
"2014Q2",7.53000000e+01,6.11817067e+06,1.80727667e+03,1.05600000e+01,8.00000000e+00,1.39762700e+04,9.82333333e+01,6.00000000e+00,NaN,NaN,4.12244250e+06,6.98959300e+05,NaN,NaN,5.96558101e+06,7.33592860e+05,5.23198815e+06,7.47158642e+01,9.84027096e+01,5.49901275e+06,NaN,3.83709897e+06,NaN,7.99994362e+05,NaN,7.65352308e+05,NaN,4.66922197e+06,1.41147400e+04,5.63113228e+06,1.83984995e+03,4.31369244e+02,4.58906834e+02,1.55200791e+03,NaN,1.51602272e+03,NaN,1.35923600e+03,NaN,1.35480915e+03,NaN,1.53565030e+03,9.55497492e+02,1.55438211e+03,7.51743930e+02,7.79281520e+02,1.22257843e+01,1.32997827e+00,1.08573254e+01,NaN,1.50982682e+01,NaN,-1.09195538e+01,NaN,-8.95932625e+00,NaN,1.23421590e+01,7.02504907e+00,1.08145632e+01,2.38263364e+01,1.29305303e+01,1.28514120e+01,2.12624901e+00,8.26977963e+00,NaN,9.01678164e+00,NaN,7.70722053e+00,NaN,7.53603877e+00,NaN,8.37394330e+00,7.48716790e+00,8.39955087e+00,2.35563738e+01,1.28312109e+01,-2.29141196e+00,3.87375099e+00,1.54886856e+03,3.13935632e+00,1.36440786e+03,-5.17186030e+00,1.53153650e+03,4.11380165e+00,4.33004937e+00,-6.62146133e+00,3.20610809e+00,6.67642897e-01,9.57537657e+02,-2.04016501e+00,7.76358100e+02,2.92341929e+00,7.07232693e+00,6.82991522e+00
"2014Q3",7.63500000e+01,6.58153510e+06,1.84733000e+03,1.20800000e+01,8.00000000e+00,1.45915400e+04,9.85000000e+01,6.00000000e+00,NaN,NaN,4.43465890e+06,1.04759170e+06,NaN,NaN,6.41738894e+06,1.09950006e+06,5.31788888e+06,7.67888936e+01,9.88117261e+01,5.88903736e+06,NaN,4.06640589e+06,NaN,1.02545159e+06,NaN,9.65614323e+05,NaN,4.90123211e+06,1.44730820e+04,6.08941340e+06,1.84992727e+03,4.34106001e+02,4.59321628e+02,1.55886031e+03,NaN,1.52182701e+03,NaN,1.38406437e+03,NaN,1.37805198e+03,NaN,1.54049972e+03,9.58004579e+02,1.56220623e+03,7.52290160e+02,7.77505787e+02,1.09470290e+01,1.65917681e+00,2.74095892e+01,NaN,2.32171728e+01,NaN,9.93134770e+01,NaN,9.29712965e+01,NaN,1.93976667e+01,1.00283485e+01,3.12964874e+01,2.18492132e+00,-7.10293090e+00,1.27218906e+01,1.88397112e+00,9.52895283e+00,NaN,9.30328424e+00,NaN,3.02440825e+01,NaN,3.01509700e+01,NaN,6.00199755e+00,6.81617780e+00,9.65667586e+00,1.63981678e+01,5.56024834e+00,-6.41890614e-01,4.11602888e+00,1.55053486e+03,8.32545115e+00,1.36697147e+03,1.70928991e+01,1.53303018e+03,7.46953661e+00,4.66302865e+00,-5.30491926e+00,3.19015327e+00,9.25875605e-01,9.60207765e+02,-2.20318529e+00,7.78050205e+02,-5.44417733e-01,6.66520988e+00,6.76841720e+00
"2014Q4",7.80700000e+01,6.21418522e+06,1.87090333e+03,1.21200000e+01,8.00000000e+00,1.61515000e+04,9.88333333e+01,5.60000000e+00,NaN,NaN,4.18713740e+06,1.10221490e+06,NaN,NaN,6.05920091e+06,1.15682985e+06,4.90237106e+06,7.85503987e+01,9.90136798e+01,5.60328851e+06,NaN,3.82142238e+06,NaN,9.42995857e+05,NaN,9.06973602e+05,NaN,4.63323874e+06,1.47719567e+04,5.70993989e+06,1.84927830e+03,4.36374044e+02,4.59525802e+02,1.55388642e+03,NaN,1.51561333e+03,NaN,1.37568172e+03,NaN,1.37178686e+03,NaN,1.53487667e+03,9.60048585e+02,1.55577191e+03,7.52255073e+02,7.75406831e+02,9.07217004e+00,8.16695210e-01,-1.98955554e+01,NaN,-2.48547327e+01,NaN,-3.35305934e+01,NaN,-2.50604631e+01,NaN,-2.24921953e+01,8.17602161e+00,-2.57373036e+01,-1.40346710e-01,-8.39582154e+00,1.08020163e+01,1.34982728e+00,5.24804630e+00,NaN,4.48482527e+00,NaN,1.30619580e+01,NaN,1.33337074e+01,NaN,3.22258984e+00,7.06894010e+00,5.05169948e+00,9.54907995e+00,9.68909213e-02,1.31798369e+00,4.25017272e+00,1.55210072e+03,1.78570113e+00,1.36937551e+03,6.30621102e+00,1.53443470e+03,4.41973837e-01,5.00990353e+00,-3.69191984e+00,3.16319767e+00,1.08697505e+00,9.62842419e+02,-2.79383456e+00,7.79727090e+02,-4.32025816e+00,6.26344464e+00,6.70754017e+00
"2015Q1",7.97000000e+01,4.19364075e+06,1.96022333e+03,1.30600000e+01,7.00000000e+00,1.34991800e+04,9.99000000e+01,5.35000000e+00,NaN,NaN,2.85280670e+06,7.03934100e+05,4.19364080e+06,7.41298800e+05,4.19364247e+06,7.41298190e+05,3.45234428e+06,7.93914713e+01,9.92321205e+01,5.64472435e+06,NaN,3.85633427e+06,5.57523998e+06,9.32594952e+05,NaN,8.83186924e+05,9.24368009e+05,4.70642065e+06,1.48691987e+04,5.63960508e+06,1.94370432e+03,4.37439095e+02,4.59746176e+02,1.55462319e+03,NaN,1.51652276e+03,1.55338459e+03,1.37457263e+03,NaN,1.36912921e+03,1.37368655e+03,1.53644382e+03,9.60704715e+02,1.55453246e+03,7.57235087e+02,7.79542168e+02,4.26020309e+00,8.81494832e-01,2.94708191e+00,NaN,3.63774227e+00,NaN,-4.43636705e+00,NaN,-1.06305900e+01,NaN,6.26861503e+00,2.62452085e+00,-4.95778216e+00,1.99200554e+01,1.65413471e+01,9.12629662e+00,1.17183628e+00,5.32961028e+00,NaN,4.27461264e+00,NaN,1.26067407e+01,NaN,1.20802293e+01,NaN,3.87906136e+00,6.96348502e+00,2.85399119e+00,1.14477416e+01,3.49328126e+00,3.93370338e+00,4.17816372e+00,1.55357268e+03,1.05051040e+00,1.37159656e+03,2.97606355e+00,1.53576249e+03,6.81337189e-01,5.35962135e+00,-1.42591797e+00,3.12558796e+00,1.05257576e+00,9.65446703e+02,-4.74198816e+00,7.81388570e+02,-1.84640215e+00,5.88784483e+00,6.64592310e+00
"2015Q2",8.07200000e+01,6.29603959e+06,1.93946667e+03,1.30200000e+01,7.00000000e+00,1.49632200e+04,9.95666667e+01,4.85000000e+00,NaN,NaN,4.22558650e+06,8.40285800e+05,6.29603960e+06,8.84858200e+05,6.29603788e+06,8.84858810e+05,5.41117907e+06,8.01163425e+01,9.97674161e+01,5.76342397e+06,NaN,3.93391055e+06,5.69817518e+06,9.89876941e+05,NaN,9.42558753e+05,1.02638850e+06,4.77705470e+06,1.51200759e+04,5.76144903e+06,1.97577044e+03,4.38347986e+02,4.60284164e+02,1.55670423e+03,NaN,1.51851445e+03,1.55556565e+03,1.38053359e+03,NaN,1.37563535e+03,1.38415569e+03,1.53793347e+03,9.62377867e+02,1.55666996e+03,7.58871370e+02,7.80807548e+02,3.63556467e+00,2.15195224e+00,8.32414902e+00,NaN,7.96676862e+00,8.72424706e+00,2.38438646e+01,NaN,2.60245537e+01,4.18765356e+01,5.95860480e+00,6.69260771e+00,8.54998792e+00,6.54513007e+00,5.06151764e+00,6.97874171e+00,1.37732977e+00,4.69631618e+00,NaN,2.49173774e+00,NaN,2.12975953e+01,NaN,2.08261993e+01,NaN,2.28317280e+00,6.88037468e+00,2.28784738e+00,7.12744002e+00,1.52602808e+00,6.04125829e+00,3.47267023e+00,1.55495840e+03,1.74582898e+00,1.37361516e+03,6.91843055e+00,1.53702627e+03,9.07201079e-01,5.69882197e+00,3.42436325e-01,3.07835021e+00,3.94320022e-01,9.68023952e+02,-5.64608495e+00,7.83031762e+02,-2.22421408e+00,5.54287472e+00,6.57276533e+00
"2015Q3",8.01800000e+01,6.30371380e+06,1.98751667e+03,1.30100000e+01,7.00000000e+00,1.56060300e+04,1.00266667e+02,4.60000000e+00,NaN,NaN,4.47172530e+06,1.13769080e+06,6.30371380e+06,1.19265990e+06,6.30371380e+06,1.19265991e+06,5.11105389e+06,8.05552697e+01,1.00572006e+02,5.83466556e+06,NaN,4.11796448e+06,6.08888657e+06,1.10716410e+06,NaN,1.04284835e+06,1.09977953e+06,4.76491403e+06,1.54479938e+04,5.88006105e+06,1.99309087e+03,4.38894353e+02,4.61087395e+02,1.55793275e+03,NaN,1.52308695e+03,1.56219758e+03,1.39173124e+03,NaN,1.38574663e+03,1.39106203e+03,1.53767901e+03,9.64523442e+02,1.55870777e+03,7.59744191e+02,7.81937233e+02,2.18546790e+00,3.21292492e+00,4.91408419e+00,NaN,1.82900008e+01,2.65277025e+01,4.47906119e+01,NaN,4.04451171e+01,2.76253611e+01,-1.01787622e+00,8.58230253e+00,8.15125337e+00,3.49128624e+00,4.51874325e+00,4.78835142e+00,1.76576680e+00,-9.27560076e-01,NaN,1.25994475e+00,NaN,7.66687901e+00,NaN,7.69465444e+00,NaN,-2.82071293e+00,6.51886317e+00,-3.49846113e+00,7.45403125e+00,4.43144662e+00,8.22164858e+00,2.83423320e+00,1.55626619e+03,1.66655988e+00,1.37541369e+03,1.63175534e+01,1.53823920e+03,-5.60198475e-01,6.01325408e+00,2.20839450e+00,3.02316832e+00,-1.88935122e-01,9.70574537e+02,-6.05109494e+00,7.84652624e+02,-2.71539098e+00,5.23116056e+00,6.48345087e+00
"2015Q4",7.96700000e+01,6.10138674e+06,1.99403000e+03,1.30000000e+01,7.00000000e+00,1.72630800e+04,1.00266667e+02,4.35000000e+00,NaN,NaN,4.30060770e+06,1.27581740e+06,6.10138670e+06,1.33164740e+06,6.10138674e+06,1.33164738e+06,4.76973936e+06,8.02468177e+01,1.00398321e+02,5.64615222e+06,NaN,3.90027414e+06,5.51079081e+06,1.07509213e+06,NaN,1.04343778e+06,1.06579670e+06,4.50862275e+06,1.58039178e+04,5.59946117e+06,1.96980998e+03,4.38510711e+02,4.60914548e+02,1.55464848e+03,NaN,1.51765574e+03,1.55222187e+03,1.38879169e+03,NaN,1.38580314e+03,1.38792332e+03,1.53215023e+03,9.66801315e+02,1.55381809e+03,7.58569236e+02,7.80973074e+02,-1.53456904e+00,-6.91388144e-01,-1.31370628e+01,NaN,-2.17248568e+01,-3.99028400e+01,-1.17582094e+01,NaN,2.26020259e-01,-1.25548549e+01,-2.21151061e+01,9.11149043e+00,-1.95587081e+01,-4.69982081e+00,-3.85663991e+00,2.13666666e+00,1.38874596e+00,7.62063084e-01,NaN,2.04241372e+00,NaN,1.31099750e+01,NaN,1.40162753e+01,NaN,-2.72644063e+00,6.75273038e+00,-1.95381225e+00,6.31416272e+00,5.56624203e+00,1.08633333e+01,2.96125404e+00,1.55750546e+03,-2.85697255e+00,1.37697886e+03,1.18128284e+01,1.53941499e+03,-7.26476197e+00,6.28888037e+00,4.57445297e+00,2.96197267e+00,-7.18629819e-04,9.73095303e+02,-6.29398808e+00,7.86245729e+02,-5.27265575e+00,4.95706695e+00,6.37241917e+00
"2016Q1",8.05400000e+01,4.30246958e+06,2.02462333e+03,1.20200000e+01,7.00000000e+00,1.65118100e+04,1.02000000e+02,4.35000000e+00,NaN,NaN,2.93429830e+06,8.13551400e+05,4.30246960e+06,8.42813200e+05,4.30246959e+06,8.42813180e+05,3.45965641e+06,8.02050989e+01,1.01350333e+02,5.75701762e+06,NaN,3.97423331e+06,5.71410809e+06,1.05384484e+06,NaN,1.01271307e+06,1.04659688e+06,4.70038759e+06,1.82002561e+04,5.76707635e+06,2.00631922e+03,4.38458709e+02,4.61858316e+02,1.55659301e+03,NaN,1.51953424e+03,1.55584488e+03,1.38679558e+03,NaN,1.38281435e+03,1.38610544e+03,1.53631555e+03,9.80919095e+02,1.55676758e+03,7.60405709e+02,7.83805316e+02,-2.08006307e-01,3.77507201e+00,7.77811029e+00,NaN,7.51400345e+00,1.44920337e+01,-7.98445177e+00,NaN,-1.19551509e+01,-7.27150629e+00,1.66612968e+01,5.64711189e+01,1.17979520e+01,7.34589155e+00,1.13289699e+01,1.01961431e+00,2.11214026e+00,1.96982018e+00,NaN,3.01147902e+00,2.46028582e+00,1.22229538e+01,NaN,1.36851351e+01,1.24188839e+01,-1.28270189e-01,2.02143799e+01,2.23512129e+00,3.17062176e+00,4.26314771e+00,1.10003857e+01,2.23785974e+00,1.55868665e+03,-2.09363504e+00,1.37830759e+03,8.48799020e+00,1.54056700e+03,-4.25144438e+00,6.51304380e+00,4.48734190e+00,2.89657552e+00,-6.58715780e-01,9.75579310e+02,5.33978449e+00,7.87803950e+02,-3.99863373e+00,4.72476027e+00,6.23288176e+00
"2016Q2",8.12800000e+01,6.35350468e+06,1.99429333e+03,1.05100000e+01,7.00000000e+00,1.83371500e+04,1.01666667e+02,4.35000000e+00,NaN,NaN,4.24344510e+06,8.62895700e+05,6.35350470e+06,8.88800700e+05,6.35350468e+06,8.88800740e+05,5.46470394e+06,8.06539326e+01,1.01900260e+02,5.76837671e+06,NaN,3.95049954e+06,5.74974013e+06,1.01580164e+06,NaN,9.84486753e+05,1.03212744e+06,4.78400541e+06,1.85297170e+04,5.78650178e+06,2.03043410e+03,4.39016756e+02,4.62399450e+02,1.55679013e+03,NaN,1.51893526e+03,1.55646652e+03,1.38311886e+03,NaN,1.37998757e+03,1.38471327e+03,1.53807887e+03,9.82713105e+02,1.55710385e+03,7.61600489e+02,7.84983182e+02,2.23218954e+00,2.16453438e+00,7.88456454e-01,NaN,-2.39592501e+00,2.48657552e+00,-1.47068564e+01,NaN,-1.13071115e+01,-5.56867242e+00,7.05327058e+00,7.17604037e+00,1.34506859e+00,4.77912084e+00,4.71146569e+00,6.68770525e-01,2.11528579e+00,8.58970377e-02,NaN,4.20805607e-01,9.00867939e-01,2.58527360e+00,NaN,4.35221876e+00,5.57581888e-01,1.45396257e-01,2.03352381e+01,4.33891455e-01,2.72911946e+00,4.17563472e+00,9.84122947e+00,2.23471421e+00,1.55981842e+03,-3.02829545e+00,1.37940416e+03,3.71470531e+00,1.54170405e+03,-3.62517565e+00,6.67594634e+00,3.16528314e+00,2.82878872e+00,-5.94074510e-01,9.78015686e+02,4.69741852e+00,7.89316864e+02,-4.33368156e+00,4.52709809e+00,6.05165701e+00
"2016Q3",8.03100000e+01,5.99007388e+06,2.15497667e+03,1.59500000e+01,7.00000000e+00,1.92174400e+04,1.01900000e+02,4.35000000e+00,NaN,NaN,4.20532720e+06,9.93051700e+05,5.99007390e+06,1.02111840e+06,5.99007388e+06,1.02111839e+06,4.96895549e+06,8.06476059e+01,1.02209269e+02,5.64968603e+06,NaN,3.89505750e+06,5.79171106e+06,9.41946009e+05,NaN,9.07038178e+05,9.43093657e+05,4.70095697e+06,1.89826363e+04,5.64416450e+06,2.16325868e+03,4.39008912e+02,4.62702237e+02,1.55471105e+03,NaN,1.51752190e+03,1.55719383e+03,1.37557032e+03,NaN,1.37179398e+03,1.37569209e+03,1.53632767e+03,9.85127996e+02,1.55461327e+03,7.67937101e+02,7.91630426e+02,-3.13781076e-02,1.21114863e+00,-8.31629340e+00,NaN,-5.65343896e+00,2.90924344e+00,-3.01941646e+01,NaN,-3.27743601e+01,-3.60847329e+01,-7.00481915e+00,9.65956456e+00,-9.96229838e+00,2.53464469e+01,2.65889736e+01,1.14559022e-01,1.61484172e+00,-3.22169736e+00,NaN,-5.56505433e+00,-5.00374682e+00,-1.61609205e+01,NaN,-1.39526506e+01,-1.53699416e+01,-1.35133948e+00,2.06045536e+01,-4.09449648e+00,8.19290962e+00,9.69319232e+00,1.58354410e+01,2.73515828e+00,1.56090813e+03,-6.19708039e+00,1.38027817e+03,-4.70785025e+00,1.54283230e+03,-6.50463719e+00,6.77059456e+00,9.06484642e+00,2.76001238e+00,-2.48541001e-02,9.80396896e+02,4.73109977e+00,7.90771551e+02,8.58874776e-01,4.35884634e+00,5.81874831e+00
"2016Q4",8.06800000e+01,6.58981564e+06,2.40823000e+03,1.45200000e+01,7.00000000e+00,2.09433400e+04,1.02433333e+02,4.35000000e+00,NaN,NaN,4.65285440e+06,1.29458490e+06,6.58981560e+06,1.33040090e+06,6.58981564e+06,1.33040088e+06,5.25941476e+06,8.13584830e+01,1.02514357e+02,6.04341061e+06,NaN,4.19262028e+06,5.95068147e+06,1.07228749e+06,NaN,1.05887582e+06,1.06479844e+06,4.94549256e+06,1.92046115e+04,6.02841170e+06,2.37934678e+03,4.39886511e+02,4.63000286e+02,1.56144791e+03,NaN,1.52488365e+03,1.55990163e+03,1.38853048e+03,NaN,1.38727184e+03,1.38782961e+03,1.54139871e+03,9.86290571e+02,1.56119941e+03,7.77458127e+02,8.00571902e+02,3.51039452e+00,1.19219753e+00,2.69474195e+01,NaN,2.94469857e+01,1.08311914e+01,5.18406105e+01,NaN,6.19114126e+01,4.85500835e+01,2.02841877e+01,4.65030008e+00,2.63445583e+01,3.80841027e+01,3.57659057e+01,1.37579991e+00,2.08573814e+00,6.79942321e+00,NaN,7.22790628e+00,7.67976101e+00,-2.61215551e-01,NaN,1.46869752e+00,-9.37070224e-02,9.24848398e+00,1.94892560e+01,7.38132013e+00,1.88888905e+01,1.95988287e+01,1.31442001e+01,2.26426186e+00,1.56196124e+03,-5.13334083e-01,1.38094155e+03,7.58892464e+00,1.54395567e+03,-2.55695467e+00,6.79197333e+00,6.35222676e+00,2.69127535e+00,-4.27013485e-01,9.82718341e+02,3.57223030e+00,7.92152381e+02,8.41952082e+00,4.21243426e+00,5.52332148e+00
"2017Q1",8.30300000e+01,4.55053750e+06,2.47540667e+03,1.40000000e+01,8.00000000e+00,1.76649800e+04,1.03466667e+02,4.35000000e+00,NaN,NaN,3.05677420e+06,7.69439000e+05,4.55053750e+06,7.97260100e+05,4.55053750e+06,7.97260150e+05,3.75327735e+06,8.26377562e+01,1.02822246e+02,6.06079669e+06,NaN,4.14245594e+06,6.03319096e+06,9.86571895e+05,NaN,9.46036826e+05,9.83995316e+05,5.07917500e+06,1.94734823e+04,6.07092075e+06,2.45399772e+03,4.41446667e+02,4.63300173e+02,1.56173518e+03,NaN,1.52367994e+03,1.56127866e+03,1.38019915e+03,NaN,1.37600368e+03,1.37993764e+03,1.54406594e+03,9.87680894e+02,1.56190208e+03,7.80547370e+02,8.02400875e+02,6.24062668e+00,1.19954576e+00,1.14909454e+00,NaN,-4.81482826e+00,5.50812250e+00,-3.33253131e+01,NaN,-4.50726309e+01,-3.15678673e+01,1.06689115e+01,5.56129196e+00,2.81068291e+00,1.23569720e+01,7.31589113e+00,2.98795816e+00,1.44185658e+00,5.14216927e+00,NaN,4.14569836e+00,5.43378320e+00,-6.59643087e+00,NaN,-6.81067247e+00,-6.16779728e+00,7.75038765e+00,6.76179924e+00,5.13450285e+00,2.01416606e+01,1.85955590e+01,1.10120418e+01,2.90814342e+00,1.56297933e+03,-1.24415274e+00,1.38140327e+03,-1.20412201e+00,1.54507397e+03,-1.00803323e+00,6.74073305e+00,4.27130879e+00,2.62359092e+00,2.84552506e-01,9.84978377e+02,2.70251647e+00,7.93444262e+02,8.95661268e+00,4.07236916e+00,5.16752369e+00
"2017Q2",8.40100000e+01,6.73182831e+06,2.40094667e+03,1.28600000e+01,8.00000000e+00,1.96116200e+04,1.03200000e+02,4.35000000e+00,NaN,NaN,4.50519760e+06,8.19507100e+05,6.73182830e+06,8.52837600e+05,6.73182831e+06,8.52837620e+05,5.87899069e+06,8.33621971e+01,1.03474470e+02,6.09478399e+06,NaN,4.19281551e+06,6.09873939e+06,9.88024841e+05,NaN,9.43997415e+05,9.95500940e+05,5.12392042e+06,1.98310803e+04,6.11189280e+06,2.44018069e+03,4.42319493e+02,4.63932492e+02,1.56229439e+03,NaN,1.52488830e+03,1.56235927e+03,1.38034631e+03,NaN,1.37578787e+03,1.38110013e+03,1.54494304e+03,9.89500570e+02,1.56257471e+03,7.79982737e+02,8.01595735e+02,3.49130500e+00,2.52927766e+00,2.23682482e+00,NaN,4.83345383e+00,4.32241623e+00,5.88655404e-01,NaN,-8.63227215e-01,4.64997241e+00,3.50840195e+00,7.27870404e+00,2.69049197e+00,-2.25853147e+00,-3.22055881e+00,3.30273702e+00,1.53304239e+00,5.50426136e+00,NaN,5.95304307e+00,5.89274338e+00,-2.77255293e+00,NaN,-4.19970141e+00,-3.61313608e+00,6.86417049e+00,6.78746516e+00,5.47085870e+00,1.83822475e+01,1.66125529e+01,9.55726298e+00,2.81695761e+00,1.56396368e+03,-1.66928846e+00,1.38167705e+03,-1.33073757e+00,1.54618546e+03,-1.24241752e+00,6.62149427e+00,2.93576871e+00,2.55770551e+00,2.59252093e-01,9.87177597e+02,2.32297297e+00,7.94637363e+02,6.95837204e+00,3.93736771e+00,4.77240376e+00
"2017Q3",8.49200000e+01,6.38850292e+06,2.43574333e+03,1.20000000e+01,8.00000000e+00,2.05362600e+04,1.03533333e+02,4.35000000e+00,NaN,NaN,4.50054410e+06,1.06232900e+06,6.38850290e+06,1.11856470e+06,6.38850291e+06,1.11856472e+06,5.26993819e+06,8.52331437e+01,1.03844150e+02,6.11130426e+06,NaN,4.20093968e+06,6.17953354e+06,1.03387833e+06,NaN,9.74904271e+05,1.03575691e+06,5.06378872e+06,2.02256101e+04,6.09559799e+06,2.44620571e+03,4.44539037e+02,4.64289122e+02,1.56256508e+03,NaN,1.52508188e+03,1.56367533e+03,1.38488277e+03,NaN,1.37900946e+03,1.38506430e+03,1.54376255e+03,9.91470491e+02,1.56230774e+03,7.80229341e+02,7.99979427e+02,8.87817351e+00,1.42652090e+00,1.08275722e+00,NaN,7.74306384e-01,5.26427890e+00,1.81458172e+01,NaN,1.28863419e+01,1.58566724e+01,-4.72195623e+00,7.87968292e+00,-1.06785721e+00,9.86417741e-01,-6.46523487e+00,5.53012493e+00,1.58688546e+00,7.85402401e+00,NaN,7.55997940e+00,6.48150225e+00,9.31244251e+00,NaN,7.21547409e+00,9.37221524e+00,7.43488622e+00,6.34249475e+00,7.69446899e+00,1.22922402e+01,8.34900078e+00,6.46987507e+00,2.76311454e+00,1.56491476e+03,-2.34967903e+00,1.38177586e+03,3.10690845e+00,1.54728773e+03,-3.52517597e+00,6.44154709e+00,2.83279856e-02,2.49454339e+00,2.68571143e-01,9.89318279e+02,2.15221208e+00,7.95727452e+02,4.25197502e+00,3.80431951e+00,4.36035321e+00
"2017Q4",8.58200000e+01,6.87477198e+06,2.44701333e+03,1.17300000e+01,8.00000000e+00,2.23659800e+04,1.04300000e+02,4.35000000e+00,NaN,NaN,4.82925240e+06,1.09429970e+06,6.87477200e+06,1.15599850e+06,6.87477198e+06,1.15599853e+06,5.71877345e+06,8.66209687e+01,1.04349083e+02,6.24910401e+06,NaN,4.31687185e+06,6.20311230e+06,9.27539622e+05,NaN,8.91571124e+05,9.22916101e+05,5.32588467e+06,2.05655762e+04,6.24374439e+06,2.41919419e+03,4.46154192e+02,4.64774185e+02,1.56479487e+03,NaN,1.52780416e+03,1.56405617e+03,1.37402908e+03,NaN,1.37007405e+03,1.37352936e+03,1.54880894e+03,9.93137390e+02,1.56470906e+03,7.79118979e+02,7.97738971e+02,6.46062031e+00,1.94024959e+00,8.91915260e+00,NaN,1.08891187e+01,1.52334392e+00,-4.34147481e+01,NaN,-3.57416275e+01,-4.61397665e+01,2.01855483e+01,6.66759755e+00,9.60527822e+00,-4.44145060e+00,-8.96182132e+00,6.26768137e+00,1.77389848e+00,3.34695729e+00,NaN,2.92051267e+00,4.15454039e+00,-1.45013971e+01,NaN,-1.71977860e+01,-1.43002473e+01,7.41022638e+00,6.84681912e+00,3.50964897e+00,1.66085193e+00,-2.83293097e+00,5.46231863e+00,2.57610152e+00,1.56583202e+03,-1.03715372e+00,1.38171183e+03,-7.68275177e+00,1.54837761e+03,4.31327334e-01,6.21001647e+00,-7.47697846e-01,2.43519086e+00,1.40910664e-01,9.91404154e+02,1.73323642e+00,7.96714644e+02,1.02432770e+00,3.66905136e+00,3.94876797e+00
