"Variables ->","CPI","GDP_old","S","RS","D4L_CPI_TAR","GDP_RW","CPI_RW","RS_RW","GDP_05","GDP_MINE_05","GDP_10","GDP_MINE_10","GDP_15","GDP_MINE_15","GDP","GDP_MINE","GDP_OTH","CPI_seas","CPI_RW_seas","GDP_seas","GDP_05_seas","GDP_10_seas","GDP_15_seas","GDP_MINE_seas","GDP_MINE_05_seas","GDP_MINE_10_seas","GDP_MINE_15_seas","GDP_OTH_seas","GDP_RW_seas","GDP_old_seas","S_seas","L_CPI","L_CPI_RW","L_GDP","L_GDP_05","L_GDP_10","L_GDP_15","L_GDP_MINE","L_GDP_MINE_05","L_GDP_MINE_10","L_GDP_MINE_15","L_GDP_OTH","L_GDP_RW","L_GDP_old","L_S","L_Z","DLA_CPI","DLA_CPI_RW","DLA_GDP","DLA_GDP_05","DLA_GDP_10","DLA_GDP_15","DLA_GDP_MINE","DLA_GDP_MINE_05","DLA_GDP_MINE_10","DLA_GDP_MINE_15","DLA_GDP_OTH","DLA_GDP_RW","DLA_GDP_old","DLA_S","DLA_Z","D4L_CPI","D4L_CPI_RW","D4L_GDP","D4L_GDP_05","D4L_GDP_10","D4L_GDP_15","D4L_GDP_MINE","D4L_GDP_MINE_05","D4L_GDP_MINE_10","D4L_GDP_MINE_15","D4L_GDP_OTH","D4L_GDP_RW","D4L_GDP_old","D4L_S","D4L_Z","RR","RR_RW","L_GDP_BAR","L_GDP_GAP","L_GDP_MINE_BAR","L_GDP_MINE_GAP","L_GDP_OTH_BAR","L_GDP_OTH_GAP","RR_BAR","RR_GAP","RR_RW_BAR","RR_RW_GAP","L_GDP_RW_BAR","L_GDP_RW_GAP","L_Z_BAR","L_Z_GAP","DLA_GDP_BAR","DLA_Z_BAR"
"2010Q1",4.73500000e+01,2.48525340e+06,1.43799667e+03,1.00300000e+01,8.00000000e+00,7.21735000e+03,8.63795775e+01,5.31000000e+00,7.64473800e+05,1.57831700e+05,1.67457150e+06,3.95477200e+05,NaN,NaN,2.42327017e+06,4.15073170e+05,2.00819700e+06,4.73044388e+01,8.56914505e+01,3.32253347e+06,1.02864682e+06,2.24531787e+06,NaN,5.13142424e+05,1.83599518e+05,4.94460175e+05,NaN,2.80420530e+06,7.83971419e+03,3.39455107e+06,1.42471535e+03,3.85660413e+02,4.45075306e+02,1.50162381e+03,1.38437547e+03,1.46243577e+03,NaN,1.31483087e+03,1.21205121e+03,1.31112219e+03,NaN,1.48466307e+03,8.96695766e+02,1.50376821e+03,7.26172732e+02,7.85587624e+02,1.75087922e+01,3.13125051e+00,-9.08603737e+00,4.46770215e+00,NaN,NaN,-2.18486865e+01,-1.23793769e+01,NaN,NaN,-7.76073343e+00,1.41767596e+01,-2.13311165e+01,-3.17848451e+00,-1.75560262e+01,7.39335862e+00,2.06951314e+00,1.71137911e+00,7.79056592e+00,NaN,NaN,1.13980904e+00,1.16214948e+01,NaN,NaN,1.76270839e+00,1.14285903e+01,-5.53270808e-01,-5.35196189e-01,-5.85904167e+00,2.63664138e+00,3.24048686e+00,1.51089193e+03,-9.26811784e+00,1.32271590e+03,-7.88502606e+00,1.49432402e+03,-9.66094224e+00,3.23031002e-01,2.31361038e+00,2.91488953e+00,3.25597331e-01,9.03846123e+02,-7.15035699e+00,NaN,NaN,8.54865443e+00,NaN
"2010Q2",5.08300000e+01,3.83300881e+06,1.38340333e+03,1.08700000e+01,8.00000000e+00,7.97332000e+03,8.62621501e+01,5.31000000e+00,1.11895340e+06,1.75678700e+05,2.58269330e+06,4.77263800e+05,NaN,NaN,3.73741201e+06,5.00912310e+05,3.23649970e+06,4.94583091e+01,8.63486004e+01,3.44971478e+06,1.04124752e+06,2.37778038e+06,NaN,5.10496447e+05,1.76023477e+05,4.90750181e+05,NaN,2.94167203e+06,8.02179911e+03,3.54152608e+06,1.39286474e+03,3.90113007e+02,4.45839260e+02,1.50538021e+03,1.38559301e+03,1.46816780e+03,NaN,1.31431390e+03,1.20783727e+03,1.31036905e+03,NaN,1.48944887e+03,8.98991800e+02,1.50800683e+03,7.23911787e+02,7.79638039e+02,1.78103756e+01,3.05581442e+00,1.50255876e+01,4.87014554e+00,2.29281347e+01,NaN,-2.06790275e+00,-1.68557884e+01,-3.01256421e+00,NaN,1.91431821e+01,9.18413876e+00,1.69544842e+01,-9.04377893e+00,-2.37983401e+01,1.12301434e+01,2.70015487e+00,5.12118763e+00,6.33151146e+00,NaN,NaN,-3.87397703e+00,-2.59772432e-01,NaN,NaN,6.65392750e+00,9.93778455e+00,2.94506330e+00,-2.88217042e+00,-1.14121589e+01,-3.60143386e-01,2.60984513e+00,1.51310021e+03,-7.71999537e+00,1.32435777e+03,-1.00438760e+01,1.49663847e+03,-7.18959868e+00,6.16200150e-01,-9.76343536e-01,2.90181958e+00,-2.91974453e-01,9.06993754e+02,-8.00195393e+00,NaN,NaN,8.83309770e+00,NaN
"2010Q3",4.89900000e+01,3.88504893e+06,1.33861667e+03,1.10100000e+01,8.00000000e+00,8.23152000e+03,8.67482995e+01,5.31000000e+00,1.12617610e+06,2.05544900e+05,2.61775810e+06,5.90197900e+05,NaN,NaN,3.78815423e+06,6.19442310e+05,3.16871192e+06,4.91498963e+01,8.70593531e+01,3.58602218e+06,1.06340879e+06,2.44733415e+06,NaN,5.85275793e+05,1.98412743e+05,5.52579721e+05,NaN,2.99787290e+06,8.20034230e+03,3.67557077e+06,1.34541731e+03,3.89487474e+02,4.46659011e+02,1.50925541e+03,1.38769901e+03,1.47105099e+03,NaN,1.32798385e+03,1.21981047e+03,1.32223530e+03,NaN,1.49134136e+03,9.01193118e+02,1.51172190e+03,7.20445951e+02,7.77617488e+02,-2.50213437e+00,3.27900375e+00,1.55008020e+01,8.42402350e+00,1.15327569e+01,NaN,5.46797995e+01,4.78928176e+01,4.74650050e+01,NaN,7.56994603e+00,8.80526901e+00,1.48602811e+01,-1.38633444e+01,-8.08220625e+00,1.06893195e+01,3.17698838e+00,1.00463014e+01,1.04568338e+01,NaN,NaN,1.11483363e+01,1.01892285e+01,NaN,NaN,9.86923150e+00,9.67385384e+00,7.88504574e+00,-7.21963483e+00,-1.47319660e+01,3.20680458e-01,2.13301162e+00,1.51537615e+03,-6.12073659e+00,1.32612799e+03,1.85585123e+00,1.49900830e+03,-7.66694031e+00,8.95033396e-01,-5.74352938e-01,2.89035976e+00,-7.57348141e-01,9.10271407e+02,-9.07828920e+00,NaN,NaN,9.10376682e+00,NaN
"2010Q4",4.95500000e+01,4.27656908e+06,1.28154333e+03,1.09900000e+01,8.00000000e+00,8.98913000e+03,8.86717599e+01,5.81000000e+00,1.15318160e+06,1.97888900e+05,2.88156560e+06,6.39219000e+05,NaN,NaN,4.16990971e+06,6.70892420e+05,3.49901729e+06,5.08160035e+01,8.89650912e+01,3.70266032e+06,1.02847192e+06,2.62133596e+06,NaN,5.78792890e+05,1.79492414e+05,5.50178528e+05,NaN,3.12222142e+06,8.30338342e+03,3.79927376e+06,1.27540946e+03,3.92821133e+02,4.48824406e+02,1.51245621e+03,1.38435847e+03,1.47791947e+03,NaN,1.32687000e+03,1.20978882e+03,1.32179981e+03,NaN,1.49540553e+03,9.02441835e+02,1.51503205e+03,7.15102255e+02,7.71105528e+02,1.33346390e+01,8.66158158e+00,1.28032027e+01,-1.33621867e+01,2.74739065e+01,NaN,-4.45538674e+00,-4.00865925e+01,-1.74195728e+00,NaN,1.62566947e+01,4.99487012e+00,1.32406009e+01,-2.13747820e+01,-2.60478394e+01,1.15379181e+01,4.53191256e+00,8.56088871e+00,1.09992112e+00,NaN,NaN,6.57695587e+00,-5.35723508e+00,NaN,NaN,8.80227235e+00,9.29025938e+00,5.93106242e+00,-1.18650975e+01,-1.88711030e+01,-5.47918099e-01,1.27808744e+00,1.51771149e+03,-5.25527637e+00,1.32802569e+03,-1.15569289e+00,1.50142393e+03,-6.01840254e+00,1.15943303e+00,-1.70735113e+00,2.88381020e+00,-1.60572276e+00,9.13649026e+02,-1.12071909e+01,NaN,NaN,9.34136182e+00,NaN
"2011Q1",5.17900000e+01,2.97384122e+06,1.24578000e+03,1.08100000e+01,1.00000000e+01,1.00490000e+04,9.08917414e+01,6.06000000e+00,8.61545000e+05,1.67446500e+05,2.00378350e+06,4.34753800e+05,NaN,NaN,2.89967241e+06,4.56295930e+05,2.44337648e+06,5.14258133e+01,9.01812211e+01,3.95658860e+06,1.15700293e+06,2.69017479e+06,NaN,5.68295259e+05,1.93623873e+05,5.43667367e+05,NaN,3.39300482e+06,1.09337425e+04,4.05102301e+06,1.23622151e+03,3.94014025e+02,4.50182121e+02,1.51908927e+03,1.39613435e+03,1.48051167e+03,NaN,1.32503964e+03,1.21736728e+03,1.32060929e+03,NaN,1.50372265e+03,9.29960892e+02,1.52144800e+03,7.11981483e+02,7.68149580e+02,4.77156643e+00,5.43086186e+00,2.65322489e+01,4.71035426e+01,1.03688293e+01,NaN,-7.32144185e+00,3.03138134e+01,-4.76208760e+00,NaN,3.32684667e+01,1.10076229e+02,2.56638041e+01,-1.24830879e+01,-1.18237925e+01,8.35361167e+00,5.10681540e+00,1.74654603e+01,1.17588812e+01,1.80759069e+01,NaN,1.02087670e+01,5.31606251e+00,9.48709898e+00,NaN,1.90595724e+01,3.32651268e+01,1.76797926e+01,-1.41912483e+01,-1.74380446e+01,2.45638833e+00,9.53184600e-01,1.52009413e+03,-1.00485937e+00,1.33005115e+03,-5.01151176e+00,1.50387102e+03,-1.48369311e-01,1.40894239e+00,1.04744594e+00,2.88499771e+00,-1.93181311e+00,9.17090884e+02,1.28700086e+01,NaN,NaN,9.53058085e+00,NaN
"2011Q2",5.23400000e+01,4.60740163e+06,1.23763333e+03,1.16500000e+01,1.00000000e+01,1.12089800e+04,9.13982809e+01,6.31000000e+00,1.28430390e+06,1.93573000e+05,3.10448160e+06,5.58717400e+05,NaN,NaN,4.49249116e+06,5.86401950e+05,3.90608921e+06,5.13916609e+01,9.15076974e+01,4.15009407e+06,1.19802001e+06,2.86451520e+06,NaN,6.03733763e+05,1.93779086e+05,5.79198156e+05,NaN,3.54840572e+06,1.12764051e+04,4.26339575e+06,1.25016551e+03,3.93947592e+02,4.51642309e+02,1.52386416e+03,1.39961808e+03,1.48679097e+03,NaN,1.33108886e+03,1.21744741e+03,1.32693999e+03,NaN,1.50820090e+03,9.33046778e+02,1.52655765e+03,7.13103123e+02,7.70797840e+02,-2.65731993e-01,5.84075170e+00,1.90995255e+01,1.39348891e+01,2.51171805e+01,NaN,2.41968825e+01,3.20521280e-01,2.53228221e+01,NaN,1.79130014e+01,1.23435404e+01,2.04386093e+01,4.48655879e+00,1.05930425e+01,3.83458476e+00,5.80304972e+00,1.84839448e+01,1.40250671e+01,1.86231683e+01,NaN,1.67749633e+01,9.61013994e+00,1.65709455e+01,NaN,1.87520272e+01,3.40549772e+01,1.85508239e+01,-1.08086639e+01,-8.84019891e+00,7.81541524e+00,5.06950280e-01,1.52250871e+03,1.35545058e+00,1.33220393e+03,-1.11507442e+00,1.50633143e+03,1.86947177e+00,1.64203770e+00,6.17337755e+00,2.89574553e+00,-2.38879525e+00,9.20554248e+02,1.24925300e+01,NaN,NaN,9.65828571e+00,NaN
"2011Q3",5.34600000e+01,4.72336814e+06,1.24848333e+03,1.17700000e+01,1.00000000e+01,1.17167900e+04,9.23335425e+01,6.56000000e+00,1.35959690e+06,2.12346800e+05,3.18262020e+06,6.28781200e+05,NaN,NaN,4.60556542e+06,6.59937420e+05,3.94562800e+06,5.37551932e+01,9.26501410e+01,4.31334180e+06,1.27329844e+06,2.96153826e+06,NaN,6.21267256e+05,2.05498524e+05,5.86474781e+05,NaN,3.68530729e+06,1.16773621e+04,4.42352357e+06,1.25208914e+03,3.98444028e+02,4.52883047e+02,1.52772235e+03,1.40571213e+03,1.49012194e+03,NaN,1.33395166e+03,1.22331941e+03,1.32818849e+03,NaN,1.51198645e+03,9.36540739e+02,1.53024471e+03,7.13256875e+02,7.67695894e+02,1.79857436e+01,4.96295263e+00,1.54327847e+01,2.43762116e+01,1.33238774e+01,NaN,1.14512163e+01,2.34880280e+01,4.99400419e+00,NaN,1.51422005e+01,1.39758440e+01,1.47482392e+01,6.15007076e-01,-1.24077839e+01,8.95655426e+00,6.22403694e+00,1.84669404e+01,1.80131141e+01,1.90709484e+01,NaN,5.96781754e+00,3.50894255e+00,5.95319534e+00,NaN,2.06450908e+01,3.53476209e+01,1.85228134e+01,-7.18907601e+00,-9.92159333e+00,2.81344574e+00,3.35963059e-01,1.52493920e+03,2.78315569e+00,1.33448047e+03,-5.28810205e-01,1.50878695e+03,3.19950127e+00,1.85784983e+00,9.55595908e-01,2.91666948e+00,-2.58070642e+00,9.24004428e+02,1.25363103e+01,NaN,NaN,9.72196427e+00,NaN
"2011Q4",5.46700000e+01,4.67895294e+06,1.32985333e+03,1.42500000e+01,1.00000000e+01,1.29175600e+04,9.27692151e+01,6.56000000e+00,1.38639460e+06,2.17653400e+05,3.15269310e+06,6.41432700e+05,NaN,NaN,4.56225796e+06,6.73215810e+05,3.88904215e+06,5.56391695e+01,9.30526638e+01,4.10329744e+06,1.24443099e+06,2.87224751e+06,NaN,5.73473253e+05,1.97717603e+05,5.48275558e+05,NaN,3.53057682e+06,1.18904022e+04,4.20083280e+06,1.32003117e+03,4.01888744e+02,4.53316561e+02,1.52273015e+03,1.40341889e+03,1.48706054e+03,NaN,1.32594666e+03,1.21945950e+03,1.32145333e+03,NaN,1.50769718e+03,9.38348682e+02,1.52507934e+03,7.18541063e+02,7.69968880e+02,1.37788640e+01,1.73405408e+00,-1.99688238e+01,-9.17293756e+00,-1.22455949e+01,NaN,-3.20200220e+01,-1.54396333e+01,-2.69406659e+01,NaN,-1.71570597e+01,7.23177274e+00,-2.06615093e+01,2.11367514e+01,9.09194153e+00,9.06761051e+00,4.49215507e+00,1.02739338e+01,1.90604264e+01,9.14107308e+00,NaN,-9.23341267e-01,9.67068235e+00,-3.46481813e-01,NaN,1.22916522e+01,3.59068466e+01,1.00472858e+01,3.43880734e+00,-1.13664810e+00,5.18238949e+00,2.06784493e+00,1.52737045e+03,-4.64030155e+00,1.33687650e+03,-1.09298469e+01,1.51122053e+03,-3.52334960e+00,2.05936805e+00,3.12302144e+00,2.94689243e+00,-8.79047496e-01,9.27414545e+02,1.09341367e+01,NaN,NaN,9.72500514e+00,NaN
"2012Q1",5.82100000e+01,3.51497985e+06,1.35637667e+03,1.44200000e+01,1.00000000e+01,1.08621000e+04,9.42795467e+01,6.56000000e+00,9.98500000e+05,1.84433000e+05,2.36840440e+06,4.85040900e+05,NaN,NaN,3.42731483e+06,5.09074760e+05,2.91824007e+06,5.77250272e+01,9.35600993e+01,4.64995039e+06,1.34034297e+06,3.18571623e+06,NaN,6.39853574e+05,2.12641702e+05,6.08772728e+05,NaN,4.03076340e+06,1.18630106e+04,4.77497391e+06,1.34822240e+03,4.05569083e+02,4.53860400e+02,1.53523671e+03,1.41084361e+03,1.49741877e+03,NaN,1.33689946e+03,1.22673639e+03,1.33192003e+03,NaN,1.52094663e+03,9.38118049e+02,1.53788991e+03,7.20654226e+02,7.68945544e+02,1.47213543e+01,2.17535712e+00,5.00262581e+01,2.96988566e+01,4.14329246e+01,NaN,4.38112249e+01,2.91075323e+01,4.18668026e+01,NaN,5.29978097e+01,-9.22532163e-01,5.12422867e+01,8.45265458e+00,-4.09334261e+00,1.15550575e+01,3.67827888e+00,1.61474361e+01,1.47092549e+01,1.69070969e+01,NaN,1.18598254e+01,9.36911207e+00,1.13107407e+01,NaN,1.72239880e+01,8.15715624e+00,1.64419065e+01,8.67274296e+00,7.95964368e-01,2.86494252e+00,2.88172112e+00,1.52978904e+03,5.44767143e+00,1.33938743e+03,-2.48796759e+00,1.51361714e+03,7.32949794e+00,2.25017885e+00,6.14763679e-01,2.98392427e+00,-1.02203157e-01,9.30765552e+02,7.35249681e+00,NaN,NaN,9.67436622e+00,NaN
"2012Q2",6.03800000e+01,5.11471777e+06,1.31972333e+03,1.56900000e+01,1.00000000e+01,1.20674300e+04,9.39310087e+01,6.31000000e+00,1.42899470e+06,2.21216500e+05,3.44631280e+06,6.32811900e+05,NaN,NaN,4.98715463e+06,6.64167840e+05,4.32298679e+06,5.96747675e+01,9.40652463e+01,4.61323171e+06,1.33353967e+06,3.19101238e+06,NaN,6.93249883e+05,2.21059453e+05,6.64782984e+05,NaN,3.91742202e+06,1.21548173e+04,4.73442324e+06,1.33689951e+03,4.08890928e+02,4.54398865e+02,1.53444392e+03,1.41033474e+03,1.49758488e+03,NaN,1.34491458e+03,1.23061870e+03,1.34072159e+03,NaN,1.51809443e+03,9.40548086e+02,1.53703705e+03,7.19810842e+02,7.65318779e+02,1.32873805e+01,2.15385913e+00,-3.17116635e+00,-2.03548513e+00,6.64435537e-01,NaN,3.20604621e+01,1.55292347e+01,3.52062551e+01,NaN,-1.14087988e+01,9.72014810e+00,-3.41143863e+00,-3.37353904e+00,-1.45070604e+01,1.49433356e+01,2.75655574e+00,1.05797632e+01,1.07166614e+01,1.07939107e+01,NaN,1.38257203e+01,1.31712904e+01,1.37815990e+01,NaN,9.89353791e+00,7.50130818e+00,1.04793945e+01,6.70771850e+00,-5.47906135e+00,7.46664403e-01,3.55344426e+00,1.53217865e+03,2.26526816e+00,1.34200183e+03,2.91275227e+00,1.51595951e+03,2.13492284e+00,2.43582059e+00,-1.68915619e+00,3.02472552e+00,5.28718740e-01,9.34045237e+02,6.50284881e+00,NaN,NaN,9.55844675e+00,NaN
"2012Q3",6.14400000e+01,5.00326296e+06,1.36769667e+03,1.65900000e+01,1.00000000e+01,1.26004900e+04,9.40858581e+01,6.00000000e+00,1.49051800e+06,2.09787000e+05,3.37121420e+06,6.09411600e+05,NaN,NaN,4.87847955e+06,6.39608050e+05,4.23887150e+06,6.18144685e+01,9.43976951e+01,4.52486018e+06,1.38900377e+06,3.11206925e+06,NaN,5.99499929e+05,2.03674360e+05,5.65891356e+05,NaN,3.91165818e+06,1.25455477e+04,4.63974377e+06,1.36918917e+03,4.12413745e+02,4.54751666e+02,1.53250972e+03,1.41440973e+03,1.49507984e+03,NaN,1.33038511e+03,1.22242777e+03,1.32461574e+03,NaN,1.51794719e+03,9.43712112e+02,1.53501697e+03,7.22197400e+02,7.64535320e+02,1.40912711e+01,1.41120240e+00,-7.73678265e+00,1.62999853e+01,-1.00201478e+01,NaN,-5.81178635e+01,-3.27636964e+01,-6.44234150e+01,NaN,-5.88967073e-01,1.26561046e+01,-8.08030790e+00,9.54623366e+00,-3.13383503e+00,1.39697175e+01,1.86861818e+00,4.78737133e+00,8.69760480e+00,4.95790436e+00,NaN,-3.56654963e+00,-8.91640658e-01,-3.57275581e+00,NaN,5.96074602e+00,7.17137332e+00,4.77225772e+00,8.94052515e+00,-3.16057413e+00,2.62028254e+00,4.13138182e+00,1.53452637e+03,-2.01664398e+00,1.34470671e+03,-1.43215962e+01,1.51823499e+03,-2.87797342e-01,2.62221590e+00,-1.93336139e-03,3.06619279e+00,1.06518903e+00,9.37245983e+02,6.46612850e+00,NaN,NaN,9.39086591e+00,NaN
"2012Q4",6.25300000e+01,5.44294777e+06,1.39316333e+03,1.54700000e+01,1.00000000e+01,1.39684400e+04,9.47203152e+01,6.00000000e+00,1.58046910e+06,2.39100800e+05,3.66747520e+06,7.24906000e+05,NaN,NaN,5.30719844e+06,7.60825220e+05,4.54637322e+06,6.32315306e+01,9.49769286e+01,4.82345453e+06,1.42435201e+06,3.35334917e+06,NaN,6.39952427e+05,2.17217102e+05,6.12810149e+05,NaN,4.20539041e+06,1.28107668e+04,4.94537247e+06,1.38044140e+03,4.14680308e+02,4.55363401e+02,1.53890009e+03,1.41692275e+03,1.50254702e+03,NaN,1.33691491e+03,1.22886526e+03,1.33258105e+03,NaN,1.52518777e+03,9.45804125e+02,1.54139628e+03,7.23015858e+02,7.63698951e+02,9.06624973e+00,2.44693957e+00,2.55614807e+01,1.00520794e+01,2.98686960e+01,NaN,2.61191940e+01,2.57499517e+01,3.18612281e+01,NaN,2.89623042e+01,8.36805227e+00,2.55172567e+01,3.27383385e+00,-3.34547632e+00,1.27915639e+01,2.04683955e+00,1.61699475e+01,1.35038590e+01,1.54864771e+01,NaN,1.09682544e+01,9.40575559e+00,1.11277177e+01,NaN,1.74905870e+01,7.45544320e+00,1.63169492e+01,4.47479576e+00,-6.26992859e+00,2.67843609e+00,3.95316045e+00,1.53682069e+03,2.07940448e+00,1.34749092e+03,-1.05760058e+01,1.52043224e+03,4.75553047e+00,2.81423166e+00,-1.35795564e-01,3.10555315e+00,8.47607293e-01,9.40364239e+02,5.43988610e+00,NaN,NaN,9.17728687e+00,NaN
"2013Q1",6.47900000e+01,3.77840695e+06,1.39701333e+03,1.32700000e+01,8.00000000e+00,1.17211900e+04,9.66022360e+01,6.00000000e+00,1.06893410e+06,1.92965700e+05,2.54590240e+06,5.17921400e+05,NaN,NaN,3.68417195e+06,5.43584500e+05,3.14058745e+06,6.43315790e+01,9.58891912e+01,4.98424534e+06,1.43405241e+06,3.42809406e+06,NaN,6.85045737e+05,2.22117825e+05,6.51566408e+05,NaN,4.31419536e+06,1.28520219e+04,5.11161712e+06,1.38861763e+03,4.16405063e+02,4.56319327e+02,1.54217926e+03,1.41760148e+03,1.50475150e+03,NaN,1.34372409e+03,1.23109633e+03,1.33871346e+03,NaN,1.52774214e+03,9.46125642e+02,1.54470264e+03,7.23606402e+02,7.63520666e+02,6.89902060e+00,3.82370442e+00,1.31166508e+01,2.71492479e+00,8.81793643e+00,NaN,2.72367056e+01,8.92426439e+00,2.45296572e+01,NaN,1.02174798e+01,1.28606883e+00,1.32254127e+01,2.36217386e+00,-7.13142327e-01,1.08359805e+01,2.45892638e+00,6.94254564e+00,6.75787608e+00,7.33273005e+00,NaN,6.82462454e+00,4.35993862e+00,6.79343134e+00,NaN,6.79550452e+00,8.00759345e+00,6.81273072e+00,2.95217558e+00,-5.42487852e+00,2.43401952e+00,3.54107362e+00,1.53904886e+03,3.13040018e+00,1.35033434e+03,-6.61025069e+00,1.52253974e+03,5.20239542e+00,3.01673354e+00,-5.82714024e-01,3.14069943e+00,4.00374189e-01,9.43400492e+02,2.72514994e+00,7.67715557e+02,-4.19489163e+00,8.91266803e+00,NaN
"2013Q2",6.62400000e+01,5.60480232e+06,1.43115333e+03,1.13900000e+01,8.00000000e+00,1.29822000e+04,9.61768467e+01,6.00000000e+00,1.63320640e+06,2.37575400e+05,3.77653330e+06,6.62721800e+05,NaN,NaN,5.46501627e+06,6.95559780e+05,4.76945649e+06,6.57052166e+01,9.63325098e+01,5.06255238e+06,1.52591166e+06,3.50625595e+06,NaN,7.40653182e+05,2.37237795e+05,7.09794772e+05,NaN,4.29414739e+06,1.30965386e+04,5.17746228e+06,1.45371199e+03,4.18517832e+02,4.56780585e+02,1.54373813e+03,1.42381026e+03,1.50700593e+03,NaN,1.35152878e+03,1.23768183e+03,1.34727312e+03,NaN,1.52727636e+03,9.48010324e+02,1.54598256e+03,7.28187556e+02,7.66450309e+02,8.45107689e+00,1.84503346e+00,6.23550917e+00,2.48351017e+01,9.01773955e+00,NaN,3.12187478e+01,2.63420033e+01,3.42386205e+01,NaN,-1.86312328e+00,7.53872812e+00,5.11968502e+00,1.83246161e+01,1.17185727e+01,9.62690458e+00,2.38171996e+00,9.29421452e+00,1.34755228e+01,9.42105605e+00,NaN,6.61419598e+00,7.06313077e+00,6.55152270e+00,NaN,9.18192340e+00,7.46223845e+00,8.94551163e+00,8.37671437e+00,1.13152975e+00,1.76309542e+00,3.61828004e+00,1.54119941e+03,2.53872550e+00,1.35321025e+03,-1.68147578e+00,1.52454896e+03,2.72739369e+00,3.23450236e+00,-1.47140694e+00,3.17005420e+00,4.48225841e-01,9.46358632e+02,1.65169184e+00,7.69457640e+02,-3.00733170e+00,8.60220788e+00,6.96833296e+00
"2013Q3",6.72200000e+01,5.98343324e+06,1.56898333e+03,1.05300000e+01,8.00000000e+00,1.36015800e+04,9.66577072e+01,6.00000000e+00,1.66751490e+06,2.74320300e+05,4.03165600e+06,7.71574200e+05,NaN,NaN,5.83420399e+06,8.09805840e+05,5.02439815e+06,6.76157611e+01,9.69675679e+01,5.35378089e+06,1.54868388e+06,3.70516093e+06,NaN,7.57821256e+05,2.66542534e+05,7.14265544e+05,NaN,4.61571437e+06,1.35194412e+04,5.52887853e+06,1.57013977e+03,4.21384111e+02,4.57437657e+02,1.54933136e+03,1.42529160e+03,1.51252373e+03,NaN,1.35382028e+03,1.24932891e+03,1.34790101e+03,NaN,1.53449772e+03,9.51188401e+02,1.55254956e+03,7.35891992e+02,7.71945539e+02,1.14651144e+01,2.62828837e+00,2.23728964e+01,5.92536609e+00,2.20711624e+01,NaN,9.16602908e+00,4.65883362e+01,2.51157170e+00,NaN,2.88854496e+01,1.27123089e+01,2.62679875e+01,3.08177453e+01,2.19809193e+01,8.97036541e+00,2.68599145e+00,1.68216343e+01,1.08818680e+01,1.74438836e+01,NaN,2.34351691e+01,2.69011389e+01,2.32852694e+01,NaN,1.65505276e+01,7.47628953e+00,1.75325855e+01,1.36945923e+01,7.41021832e+00,1.55963459e+00,3.31400855e+00,1.54326284e+03,6.06851650e+00,1.35608780e+03,-2.26751755e+00,1.52645461e+03,8.04310862e+00,3.47195472e+00,-1.91232014e+00,3.19229025e+00,1.21718292e-01,9.49244251e+02,1.94415015e+00,7.71197102e+02,7.48436685e-01,8.25373244e+00,6.95784573e+00
"2013Q4",7.00000000e+01,5.93140247e+06,1.69855667e+03,1.05400000e+01,8.00000000e+00,1.50436900e+04,9.74617347e+01,6.00000000e+00,1.77451990e+06,3.26336100e+05,3.99659750e+06,9.53604500e+05,NaN,NaN,5.78347088e+06,1.00085578e+06,4.78261510e+06,7.05075839e+01,9.76861460e+01,5.31680839e+06,1.60264041e+06,3.65382459e+06,NaN,8.27527475e+05,2.96645874e+05,7.93756128e+05,NaN,4.48630865e+06,1.37637891e+04,5.42865553e+06,1.68085847e+03,4.25572028e+02,4.58175975e+02,1.54863838e+03,1.42871631e+03,1.51112850e+03,NaN,1.36261976e+03,1.26002944e+03,1.35845315e+03,NaN,1.53165408e+03,9.52979645e+02,1.55072021e+03,7.42705993e+02,7.75309941e+02,1.67516672e+01,2.95327056e+00,-2.77192931e+00,1.36988263e+01,-5.58089682e+00,NaN,3.51979046e+01,4.28021008e+01,4.22085870e+01,NaN,-1.13745645e+01,7.16497244e+00,-7.31739814e+00,2.72560048e+01,1.34576081e+01,1.08917198e+01,2.81257420e+00,9.73828178e+00,1.17935547e+01,8.58148538e+00,NaN,2.57048468e+01,3.11641762e+01,2.58721091e+01,NaN,6.46631042e+00,7.17551958e+00,9.32392176e+00,1.96901350e+01,1.16109894e+01,-3.51719789e-01,3.18742580e+00,1.54523124e+03,3.40713704e+00,1.35893508e+03,3.68467730e+00,1.52825310e+03,3.40097820e+00,3.73258761e+00,-4.08430740e+00,3.20636055e+00,-1.89347488e-02,9.52063973e+02,9.15671182e-01,7.72929440e+02,2.38050049e+00,7.87358852e+00,6.92935294e+00
